"BIN","Core_Frequency","Reared_Frequency"
"BOLD:ABA7282",1,15
"BOLD:ADB9442",1,NA
"BOLD:AAA6209",NA,4
"BOLD:AAF5025",NA,6
"BOLD:AAF5026",NA,18
"BOLD:AAU2582",NA,14
"BOLD:ACJ4049",NA,2
"BOLD:ACP6630",NA,2
"BOLD:ADD0463",NA,2
"BOLD:ADD0464",NA,8
"BOLD:AEB2063",NA,3
"BOLD:AEB2064",NA,2
"BOLD:AEP0984",NA,4
