BOLD code,Frequency,,,
BOLD:ACX9455,1,,,
BOLD:ACX9488,3,,,
BOLD:ACX9517,4,,,
BOLD:ACX9518,2,,,
BOLD:ACX9519,5,,,
BOLD:ACX9543,38,,,
BOLD:ACX9544,22,,,
BOLD:ACX9550,2,,,
BOLD:ACX9580,12,,,
BOLD:ACX9581,45,,,
BOLD:ACX9582,22,,,
BOLD:ACX9583,3,,,
BOLD:ACX9584,1,,,
BOLD:ACX9585,13,,,
BOLD:ACX9588,1021,,,
BOLD:ACX9589,24,,,
BOLD:ACX9590,1,,,
BOLD:ACX9591,305,,,
BOLD:ACX9600,1,,,
BOLD:ACX9618,48,,,
BOLD:ACX9619,1,,,
BOLD:ACX9653,2,,,
BOLD:ACX9657,2,,,
BOLD:ACX9658,7,,,
BOLD:ACX9674,6,,,
BOLD:ACX9690,38,,,
BOLD:ACX9695,1,,,
BOLD:ACX9697,7,,,
BOLD:ACX9698,1,,,
BOLD:ACX9699,4,,,
BOLD:ACX9700,117,,,
BOLD:ACX9701,15,,,
BOLD:ACX9714,1,,,
BOLD:ACX9715,1,,,
BOLD:ACX9716,108,,,
BOLD:ACX9717,11,,,
BOLD:ACX9718,1,,,
BOLD:ACX9719,14261,,,
BOLD:ACX9721,2,,,
BOLD:ACX9722,9,,,
BOLD:ACX9723,2,,,
BOLD:ACX9729,1,,,
BOLD:ACX9730,224,,,
BOLD:ACX9779,2,,,
BOLD:ACX9780,8,,,
BOLD:ACX9781,4,,,
BOLD:ACX9782,8,,,
BOLD:ACX9783,218,,,
BOLD:ACX9793,16,,,
BOLD:ACX9794,8,,,
BOLD:ACX9795,6,,,
BOLD:ACX9796,6,,,
BOLD:ACX9797,1,,,
BOLD:ACX9798,2,,,
BOLD:ACX9799,1,,,
BOLD:ACX9800,201,,,
BOLD:ACX9802,10,,,
BOLD:ACX9822,8,,,
BOLD:ACX9830,89,,,
BOLD:ACX9832,3,,,
BOLD:ACX9833,2,,,
BOLD:ACX9846,1,,,
BOLD:ACX9847,5,,,
BOLD:ACX9848,1,,,
BOLD:ACX9849,1,,,
BOLD:ACX9850,3,,,
BOLD:ACX9852,9,,,
BOLD:ACX9853,2,,,
BOLD:ACX9854,2,,,
BOLD:ACX9855,7,,,
BOLD:ACX9874,17,,,
BOLD:ACX9937,3,,,
BOLD:ACX9938,2,,,
BOLD:ACX9953,6,,,
BOLD:ACX9965,3,,,
BOLD:ACX9977,3,,,
BOLD:ACX9983,2,,,
BOLD:ACX9988,6,,,
BOLD:ACX9989,1,,,
BOLD:ACX9991,1,,,
BOLD:ACX9992,4,,,
BOLD:ACX9997,2,,,
BOLD:ACY0000,1,,,
BOLD:ACY0015,8,,,
BOLD:ACY0016,4,,,
BOLD:ACY0017,7,,,
BOLD:ACY0034,3,,,
BOLD:ACY0035,7,,,
BOLD:ACY0052,1,,,
BOLD:ACY0081,2,,,
BOLD:ACY0106,1,,,
BOLD:ACY0107,6,,,
BOLD:ACY0110,1,,,
BOLD:ACY0121,3,,,
BOLD:ACY0125,14,,,
BOLD:ACY0126,2,,,
BOLD:ACY0131,9,,,
BOLD:ACY0132,248,,,
BOLD:ACY0133,13,,,
BOLD:ACY0134,1,,,
BOLD:ACY0135,1,,,
BOLD:ACY0136,8,,,
BOLD:ACY0137,1,,,
BOLD:ACY0141,2,,,
BOLD:ACY0142,3,,,
BOLD:ACY0163,40,,,
BOLD:ACY0167,11,,,
BOLD:ACY0168,126,,,
BOLD:ACY0169,6,,,
BOLD:ACY0170,3,,,
BOLD:ACY0171,350,,,
BOLD:ACY0172,10,,,
BOLD:ACY0251,1,,,
BOLD:ACY0252,84,,,
BOLD:ACY0253,13,,,
BOLD:ACY0268,1,,,
BOLD:ACY0273,6,,,
BOLD:ACY0275,4,,,
BOLD:ACY0280,8,,,
BOLD:ACY0281,2,,,
BOLD:ACY0282,1,,,
BOLD:ACY0283,5,,,
BOLD:ACY0284,5,,,
BOLD:ACY0305,50,,,
BOLD:ACY0307,4,,,
BOLD:ACY0310,25,,,
BOLD:ACY0311,3,,,
BOLD:ACY0312,48,,,
BOLD:ACY0313,3,,,
BOLD:ACY0314,1,,,
BOLD:ACY0348,7,,,
BOLD:ACY0360,2,,,
BOLD:ACY0375,2,,,
BOLD:ACY0376,8,,,
BOLD:ACY0392,2,,,
BOLD:ACY0418,1,,,
BOLD:ACY0419,1,,,
BOLD:ACY0420,1,,,
BOLD:ACY0425,8,,,
BOLD:ACY0426,1,,,
BOLD:ACY0427,1,,,
BOLD:ACY0428,1,,,
BOLD:ACY0429,5,,,
BOLD:ACY0430,1,,,
BOLD:ACY0442,1,,,
BOLD:ACY0450,11,,,
BOLD:ACY0451,2,,,
BOLD:ACY0457,1,,,
BOLD:ACY0458,11,,,
BOLD:ACY0459,10,,,
BOLD:ACY0474,7,,,
BOLD:ACY0497,3,,,
BOLD:ACY0500,2,,,
BOLD:ACY0501,3,,,
BOLD:ACY0503,5,,,
BOLD:ACY0530,4,,,
BOLD:ACY0541,20,,,
BOLD:ACY0552,27,,,
BOLD:ACY0553,1,,,
BOLD:ACY0560,12,,,
BOLD:ACY0561,1,,,
BOLD:ACY0568,54,,,
BOLD:ACY0569,3,,,
BOLD:ACY0571,2,,,
BOLD:ACY0575,1,,,
BOLD:ACY0576,4,,,
BOLD:ACY0585,4,,,
BOLD:ACY0587,2,,,
BOLD:ACY0623,2,,,
BOLD:ACY0651,71,,,
BOLD:ACY0652,12,,,
BOLD:ACY0653,1,,,
BOLD:ACY0667,2,,,
BOLD:ACY0668,1,,,
BOLD:ACY0669,1,,,
BOLD:ACY0670,5,,,
BOLD:ACY0746,1,,,
BOLD:ACY0747,12,,,
BOLD:ACY0748,1,,,
BOLD:ACY0762,1,,,
BOLD:ACY0764,623,,,
BOLD:ACY0765,1,,,
BOLD:ACY0766,2,,,
BOLD:ACY0839,3,,,
BOLD:ACY0853,1,,,
BOLD:ACY0854,8,,,
BOLD:ACY0855,1,,,
BOLD:ACY0856,2,,,
BOLD:ACY0857,2,,,
BOLD:ACY0880,2,,,
BOLD:ACY0881,13,,,
BOLD:ACY0918,1,,,
BOLD:ACY0953,1,,,
BOLD:ACY0955,1,,,
BOLD:ACY0962,1,,,
BOLD:ACY0963,4,,,
BOLD:ACY0990,12,,,
BOLD:ACY0992,1,,,
BOLD:ACY1002,32,,,
BOLD:ACY1046,1,,,
BOLD:ACY1078,1,,,
BOLD:ACY1079,302,,,
BOLD:ACY1087,287,,,
BOLD:ACY1092,1,,,
BOLD:ACY1094,12,,,
BOLD:ACY1108,2,,,
BOLD:ACY1111,2,,,
BOLD:ACY1127,3,,,
BOLD:ACY1148,1,,,
BOLD:ACY1171,9,,,
BOLD:ACY1172,1,,,
BOLD:ACY1173,14,,,
BOLD:ACY1174,6,,,
BOLD:ACY1191,6,,,
BOLD:ACY1216,5,,,
BOLD:ACY1217,1,,,
BOLD:ACY1223,63,,,
BOLD:ACY1224,27,,,
BOLD:ACY1225,2,,,
BOLD:ACY1226,5,,,
BOLD:ACY1235,3,,,
BOLD:ACY1236,4,,,
BOLD:ACY1237,29,,,
BOLD:ACY1238,24,,,
BOLD:ACY1239,12,,,
BOLD:ACY1240,1,,,
BOLD:ACY1241,2,,,
BOLD:ACY1242,2,,,
BOLD:ACY1243,1,,,
BOLD:ACY1249,1,,,
BOLD:ACY1257,3,,,
BOLD:ACY1276,81,,,
BOLD:ACY1277,79,,,
BOLD:ACY1280,3,,,
BOLD:ACY1299,23,,,
BOLD:ACY1300,37,,,
BOLD:ACY1321,21,,,
BOLD:ACY1322,4,,,
BOLD:ACY1323,2,,,
BOLD:ACY1324,1,,,
BOLD:ACY1336,2,,,
BOLD:ACY1349,1,,,
BOLD:ACY1350,1,,,
BOLD:ACY1351,1,,,
BOLD:ACY1352,5,,,
BOLD:ACY1360,4,,,
BOLD:ACY1361,9,,,
BOLD:ACY1362,21,,,
BOLD:ACY1398,7,,,
BOLD:ACY1404,2,,,
BOLD:ACY1431,1,,,
BOLD:ACY1432,21,,,
BOLD:ACY1433,59,,,
BOLD:ACY1434,4,,,
BOLD:ACY1440,3,,,
BOLD:ACY1441,1,,,
BOLD:ACY1442,2,,,
BOLD:ACY1443,9,,,
BOLD:ACY1444,3,,,
BOLD:ACY1456,15,,,
BOLD:ACY1457,369,,,
BOLD:ACY1458,9,,,
BOLD:ACY1459,1,,,
BOLD:ACY1460,1,,,
BOLD:ACY1461,3,,,
BOLD:ACY1462,3,,,
BOLD:ACY1481,2,,,
BOLD:ACY1486,1,,,
BOLD:ACY1499,1,,,
BOLD:ACY1500,167,,,
BOLD:ACY1534,7,,,
BOLD:ACY1535,10,,,
BOLD:ACY1540,1,,,
BOLD:ACY1541,5,,,
BOLD:ACY1542,1,,,
BOLD:ACY1546,9,,,
BOLD:ACY1547,4,,,
BOLD:ACY1574,15,,,
BOLD:ACY1575,2,,,
BOLD:ACY1576,1,,,
BOLD:ACY1612,1,,,
BOLD:ACY1616,3,,,
BOLD:ACY1617,6,,,
BOLD:ACY1637,2090,,,
BOLD:ACY1640,2,,,
BOLD:ACY1641,1,,,
BOLD:ACY1642,7,,,
BOLD:ACY1666,2,,,
BOLD:ACY1669,1,,,
BOLD:ACY1670,2,,,
BOLD:ACY1671,1,,,
BOLD:ACY1672,216,,,
BOLD:ACY1673,5,,,
BOLD:ACY1680,28,,,
BOLD:ACY1681,12,,,
BOLD:ACY1682,247,,,
BOLD:ACY1686,7,,,
BOLD:ACY1687,16,,,
BOLD:ACY1688,2,,,
BOLD:ACY1689,2,,,
BOLD:ACY1690,1,,,
BOLD:ACY1691,1,,,
BOLD:ACY1735,2,,,
BOLD:ACY1746,15,,,
BOLD:ACY1747,6,,,
BOLD:ACY1764,7,,,
BOLD:ACY1780,4,,,
BOLD:ACY1781,18,,,
BOLD:ACY1782,1,,,
BOLD:ACY1783,1,,,
BOLD:ACY1798,8,,,
BOLD:ACY1799,8,,,
BOLD:ACY1800,1,,,
BOLD:ACY1801,8,,,
BOLD:ACY1824,1,,,
BOLD:ACY1837,3,,,
BOLD:ACY1838,1,,,
BOLD:ACY1858,334,,,
BOLD:ACY1881,4,,,
BOLD:ACY1882,4,,,
BOLD:ACY1883,1,,,
BOLD:ACY1889,1,,,
BOLD:ACY1900,28,,,
BOLD:ACY1901,2,,,
BOLD:ACY1903,1,,,
BOLD:ACY1937,2,,,
BOLD:ACY1945,2,,,
BOLD:ACY1954,4,,,
BOLD:ACY1964,23,,,
BOLD:ACY1965,237,,,
BOLD:ACY1983,2,,,
BOLD:ACY1988,8,,,
BOLD:ACY1996,10,,,
BOLD:ACY1999,2,,,
BOLD:ACY2029,1,,,
BOLD:ACY2030,10,,,
BOLD:ACY2035,3,,,
BOLD:ACY2036,25,,,
BOLD:ACY2037,1,,,
BOLD:ACY2052,10,,,
BOLD:ACY2065,24,,,
BOLD:ACY2066,3,,,
BOLD:ACY2067,4,,,
BOLD:ACY2074,1,,,
BOLD:ACY2081,2,,,
BOLD:ACY2089,3,,,
BOLD:ACY2095,1,,,
BOLD:ACY2105,3,,,
BOLD:ACY2106,1,,,
BOLD:ACY2107,1,,,
BOLD:ACY2108,619,,,
BOLD:ACY2109,187,,,
BOLD:ACY2110,1,,,
BOLD:ACY2113,1,,,
BOLD:ACY2133,3,,,
BOLD:ACY2134,2,,,
BOLD:ACY2135,2,,,
BOLD:ACY2138,3,,,
BOLD:ACY2154,4,,,
BOLD:ACY2155,5,,,
BOLD:ACY2162,2,,,
BOLD:ACY2163,39,,,
BOLD:ACY2164,99,,,
BOLD:ACY2173,1,,,
BOLD:ACY2174,1,,,
BOLD:ACY2182,6,,,
BOLD:ACY2188,3,,,
BOLD:ACY2207,79,,,
BOLD:ACY2222,2,,,
BOLD:ACY2225,158,,,
BOLD:ACY2226,1,,,
BOLD:ACY2249,3,,,
BOLD:ACY2252,2,,,
BOLD:ACY2253,1,,,
BOLD:ACY2256,1,,,
BOLD:ACY2257,5,,,
BOLD:ACY2258,1,,,
BOLD:ACY2259,3,,,
BOLD:ACY2264,1,,,
BOLD:ACY2265,1,,,
BOLD:ACY2266,1,,,
BOLD:ACY2267,3,,,
BOLD:ACY2273,80,,,
BOLD:ACY2279,3,,,
BOLD:ACY2280,4,,,
BOLD:ACY2281,2,,,
BOLD:ACY2283,2,,,
BOLD:ACY2288,20,,,
BOLD:ACY2294,1,,,
BOLD:ACY2302,1,,,
BOLD:ACY2303,1,,,
BOLD:ACY2304,3,,,
BOLD:ACY2310,4,,,
BOLD:ACY2311,2,,,
BOLD:ACY2313,2,,,
BOLD:ACY2314,7,,,
BOLD:ACY2319,4,,,
BOLD:ACY2328,3,,,
BOLD:ACY2329,24,,,
BOLD:ACY2330,1,,,
BOLD:ACY2340,1,,,
BOLD:ACY2341,1,,,
BOLD:ACY2342,3,,,
BOLD:ACY2343,16,,,
BOLD:ACY2348,1,,,
BOLD:ACY2349,3,,,
BOLD:ACY2356,5,,,
BOLD:ACY2361,2,,,
BOLD:ACY2362,1,,,
BOLD:ACY2363,24,,,
BOLD:ACY2364,3,,,
BOLD:ACY2365,2,,,
BOLD:ACY2366,1,,,
BOLD:ACY2367,1,,,
BOLD:ACY2368,8,,,
BOLD:ACY2369,7,,,
BOLD:ACY2373,1,,,
BOLD:ACY2377,6,,,
BOLD:ACY2382,3,,,
BOLD:ACY2383,2,,,
BOLD:ACY2384,7,,,
BOLD:ACY2385,5,,,
BOLD:ACY2386,8,,,
BOLD:ACY2387,9,,,
BOLD:ACY2388,1,,,
BOLD:ACY2389,1,,,
BOLD:ACY2393,8,,,
BOLD:ACY2404,161,,,
BOLD:ACY2407,1,,,
BOLD:ACY2422,2,,,
BOLD:ACY2423,2,,,
BOLD:ACY2424,2,,,
BOLD:ACY2446,7,,,
BOLD:ACY2462,8,,,
BOLD:ACY2463,1,,,
BOLD:ACY2464,102,,,
BOLD:ACY2470,1,,,
BOLD:ACY2471,30,,,
BOLD:ACY2477,10,,,
BOLD:ACY2478,2,,,
BOLD:ACY2483,1,,,
BOLD:ACY2491,2,,,
BOLD:ACY2503,1,,,
BOLD:ACY2514,25,,,
BOLD:ACY2519,34,,,
BOLD:ACY2526,4,,,
BOLD:ACY2544,3,,,
BOLD:ACY2545,6,,,
BOLD:ACY2546,2,,,
BOLD:ACY2547,16,,,
BOLD:ACY2548,5,,,
BOLD:ACY2551,3,,,
BOLD:ACY2552,1,,,
BOLD:ACY2566,2,,,
BOLD:ACY2572,2,,,
BOLD:ACY2586,1,,,
BOLD:ACY2587,1,,,
BOLD:ACY2647,5,,,
BOLD:ACY2651,17,,,
BOLD:ACY2652,20,,,
BOLD:ACY2659,2,,,
BOLD:ACY2683,7,,,
BOLD:ACY2684,4,,,
BOLD:ACY2685,8,,,
BOLD:ACY2689,1,,,
BOLD:ACY2690,5,,,
BOLD:ACY2692,1,,,
BOLD:ACY2695,8,,,
BOLD:ACY2712,1,,,
BOLD:ACY2713,6,,,
BOLD:ACY2715,1,,,
BOLD:ACY2717,2,,,
BOLD:ACY2725,41,,,
BOLD:ACY2726,10,,,
BOLD:ACY2727,1,,,
BOLD:ACY2729,3,,,
BOLD:ACY2730,2,,,
BOLD:ACY2731,7,,,
BOLD:ACY2736,1,,,
BOLD:ACY2771,4,,,
BOLD:ACY2772,12,,,
BOLD:ACY2775,1,,,
BOLD:ACY2776,21,,,
BOLD:ACY2796,10,,,
BOLD:ACY2799,3,,,
BOLD:ACY2800,5,,,
BOLD:ACY2801,1,,,
BOLD:ACY2802,7,,,
BOLD:ACY2803,2,,,
BOLD:ACY2804,812,,,
BOLD:ACY2805,4,,,
BOLD:ACY2806,9,,,
BOLD:ACY2809,2,,,
BOLD:ACY2810,24,,,
BOLD:ACY2811,2,,,
BOLD:ACY2839,1,,,
BOLD:ACY2859,64,,,
BOLD:ACY2863,2,,,
BOLD:ACY2864,1,,,
BOLD:ACY2865,13,,,
BOLD:ACY2866,36,,,
BOLD:ACY2867,3,,,
BOLD:ACY2878,5,,,
BOLD:ACY2879,5,,,
BOLD:ACY2880,4,,,
BOLD:ACY2881,6,,,
BOLD:ACY2882,1,,,
BOLD:ACY2883,4,,,
BOLD:ACY2885,2,,,
BOLD:ACY2888,1,,,
BOLD:ACY2889,2,,,
BOLD:ACY2893,39,,,
BOLD:ACY2894,3,,,
BOLD:ACY2895,2,,,
BOLD:ACY2896,2,,,
BOLD:ACY2902,48,,,
BOLD:ACY2903,1,,,
BOLD:ACY2919,10,,,
BOLD:ACY2942,5,,,
BOLD:ACY2944,5,,,
BOLD:ACY2945,2,,,
BOLD:ACY2999,4,,,
BOLD:ACY3000,4,,,
BOLD:ACY3001,1,,,
BOLD:ACY3031,1,,,
BOLD:ACY3032,3,,,
BOLD:ACY3033,7,,,
BOLD:ACY3038,3,,,
BOLD:ACY3039,1,,,
BOLD:ACY3040,3,,,
BOLD:ACY3041,5,,,
BOLD:ACY3056,2,,,
BOLD:ACY3057,1,,,
BOLD:ACY3087,3,,,
BOLD:ACY3088,1,,,
BOLD:ACY3100,2,,,
BOLD:ACY3101,9,,,
BOLD:ACY3102,25,,,
BOLD:ACY3103,4,,,
BOLD:ACY3105,5,,,
BOLD:ACY3106,1,,,
BOLD:ACY3109,2,,,
BOLD:ACY3110,5,,,
BOLD:ACY3111,2,,,
BOLD:ACY3112,1,,,
BOLD:ACY3113,2,,,
BOLD:ACY3114,9,,,
BOLD:ACY3123,1,,,
BOLD:ACY3124,1,,,
BOLD:ACY3142,39,,,
BOLD:ACY3143,2,,,
BOLD:ACY3149,2,,,
BOLD:ACY3150,2,,,
BOLD:ACY3159,2,,,
BOLD:ACY3174,2,,,
BOLD:ACY3175,3,,,
BOLD:ACY3176,170,,,
BOLD:ACY3184,4,,,
BOLD:ACY3189,32,,,
BOLD:ACY3193,22,,,
BOLD:ACY3195,1,,,
BOLD:ACY3196,14,,,
BOLD:ACY3199,1,,,
BOLD:ACY3219,2,,,
BOLD:ACY3239,2,,,
BOLD:ACY3240,14,,,
BOLD:ACY3241,1,,,
BOLD:ACY3246,2,,,
BOLD:ACY3247,1,,,
BOLD:ACY3248,2,,,
BOLD:ACY3254,3,,,
BOLD:ACY3255,1,,,
BOLD:ACY3257,2,,,
BOLD:ACY3259,5,,,
BOLD:ACY3260,6,,,
BOLD:ACY3264,1,,,
BOLD:ACY3266,12,,,
BOLD:ACY3268,2,,,
BOLD:ACY3274,1,,,
BOLD:ACY3275,1,,,
BOLD:ACY3276,1,,,
BOLD:ACY3277,6,,,
BOLD:ACY3278,12,,,
BOLD:ACY3279,2,,,
BOLD:ACY3280,3,,,
BOLD:ACY3281,13,,,
BOLD:ACY3283,2,,,
BOLD:ACY3312,22,,,
BOLD:ACY3323,5,,,
BOLD:ACY3324,10,,,
BOLD:ACY3336,1,,,
BOLD:ACY3338,2,,,
BOLD:ACY3346,144,,,
BOLD:ACY3347,11,,,
BOLD:ACY3353,16,,,
BOLD:ACY3354,6,,,
BOLD:ACY3355,5,,,
BOLD:ACY3356,2,,,
BOLD:ACY3363,1,,,
BOLD:ACY3364,1,,,
BOLD:ACY3365,1,,,
BOLD:ACY3366,2,,,
BOLD:ACY3368,12,,,
BOLD:ACY3369,8,,,
BOLD:ACY3370,2,,,
BOLD:ACY3371,1,,,
BOLD:ACY3372,1,,,
BOLD:ACY3373,3,,,
BOLD:ACY3374,63,,,
BOLD:ACY3382,5,,,
BOLD:ACY3391,2,,,
BOLD:ACY3392,1,,,
BOLD:ACY3393,1,,,
BOLD:ACY3403,2,,,
BOLD:ACY3404,217,,,
BOLD:ACY3405,1,,,
BOLD:ACY3406,1,,,
BOLD:ACY3411,4,,,
BOLD:ACY3414,2,,,
BOLD:ACY3427,4,,,
BOLD:ACY3428,3,,,
BOLD:ACY3432,1,,,
BOLD:ACY3436,2,,,
BOLD:ACY3439,2,,,
BOLD:ACY3440,30,,,
BOLD:ACY3455,1,,,
BOLD:ACY3456,26,,,
BOLD:ACY3457,43,,,
BOLD:ACY3458,3,,,
BOLD:ACY3480,1,,,
BOLD:ACY3494,4,,,
BOLD:ACY3502,5,,,
BOLD:ACY3507,2,,,
BOLD:ACY3508,9,,,
BOLD:ACY3509,5,,,
BOLD:ACY3510,7,,,
BOLD:ACY3516,3,,,
BOLD:ACY3518,37,,,
BOLD:ACY3519,8,,,
BOLD:ACY3520,1,,,
BOLD:ACY3521,2,,,
BOLD:ACY3522,3,,,
BOLD:ACY3534,31,,,
BOLD:ACY3544,1,,,
BOLD:ACY3545,4,,,
BOLD:ACY3546,2,,,
BOLD:ACY3547,2,,,
BOLD:ACY3550,1,,,
BOLD:ACY3551,3,,,
BOLD:ACY3552,1,,,
BOLD:ACY3553,1,,,
BOLD:ACY3556,3,,,
BOLD:ACY3561,1,,,
BOLD:ACY3562,3,,,
BOLD:ACY3565,1,,,
BOLD:ACY3570,1,,,
BOLD:ACY3588,8,,,
BOLD:ACY3592,3,,,
BOLD:ACY3605,4,,,
BOLD:ACY3606,9,,,
BOLD:ACY3624,2,,,
BOLD:ACY3625,2,,,
BOLD:ACY3626,1,,,
BOLD:ACY3627,1,,,
BOLD:ACY3628,10,,,
BOLD:ACY3635,4,,,
BOLD:ACY3667,2,,,
BOLD:ACY3672,8,,,
BOLD:ACY3678,4,,,
BOLD:ACY3680,4,,,
BOLD:ACY3690,1,,,
BOLD:ACY3703,35,,,
BOLD:ACY3718,6,,,
BOLD:ACY3722,11,,,
BOLD:ACY3728,2,,,
BOLD:ACY3735,128,,,
BOLD:ACY3737,4819,,,
BOLD:ACY3738,2,,,
BOLD:ACY3744,5,,,
BOLD:ACY3768,4,,,
BOLD:ACY3793,3,,,
BOLD:ACY3799,2,,,
BOLD:ACY3806,8,,,
BOLD:ACY3815,2,,,
BOLD:ACY3824,1,,,
BOLD:ACY3882,2,,,
BOLD:ACY3893,5,,,
BOLD:ACY3899,2,,,
BOLD:ACY3900,1,,,
BOLD:ACY3903,15,,,
BOLD:ACY3908,140,,,
BOLD:ACY3944,2,,,
BOLD:ACY3951,7,,,
BOLD:ACY3968,23,,,
BOLD:ACY3971,2,,,
BOLD:ACY3990,1,,,
BOLD:ACY3992,1,,,
BOLD:ACY4009,1,,,
BOLD:ACY4028,2,,,
BOLD:ACY4031,7,,,
BOLD:ACY4040,33,,,
BOLD:ACY4053,6,,,
BOLD:ACY4058,57,,,
BOLD:ACY4067,1,,,
BOLD:ACY4080,5,,,
BOLD:ACY4081,55,,,
BOLD:ACY4087,1,,,
BOLD:ACY4091,1,,,
BOLD:ACY4095,2,,,
BOLD:ACY4103,7,,,
BOLD:ACY4104,1,,,
BOLD:ACY4112,10,,,
BOLD:ACY4132,1,,,
BOLD:ACY4135,1,,,
BOLD:ACY4156,1,,,
BOLD:ACY4158,4,,,
BOLD:ACY4161,12,,,
BOLD:ACY4162,2,,,
BOLD:ACY4185,1,,,
BOLD:ACY4213,1,,,
BOLD:ACY4218,9,,,
BOLD:ACY4240,5,,,
BOLD:ACY4245,1,,,
BOLD:ACY4258,6,,,
BOLD:ACY4265,1,,,
BOLD:ACY4268,13,,,
BOLD:ACY4271,1,,,
BOLD:ACY4275,1,,,
BOLD:ACY4277,2,,,
BOLD:ACY4281,6,,,
BOLD:ACY4286,198,,,
BOLD:ACY4290,1,,,
BOLD:ACY4294,5,,,
BOLD:ACY4307,58,,,
BOLD:ACY4308,1,,,
BOLD:ACY4315,7,,,
BOLD:ACY4324,1,,,
BOLD:ACY4332,1,,,
BOLD:ACY4341,1,,,
BOLD:ACY4344,72,,,
BOLD:ACY4376,1,,,
BOLD:ACY4394,38,,,
BOLD:ACY4398,2,,,
BOLD:ACY4403,1,,,
BOLD:ACY4405,1,,,
BOLD:ACY4412,5,,,
BOLD:ACY4418,1,,,
BOLD:ACY4420,2,,,
BOLD:ACY4431,16,,,
BOLD:ACY4433,49,,,
BOLD:ACY4449,2,,,
BOLD:ACY4450,1,,,
BOLD:ACY4452,1,,,
BOLD:ACY4457,6,,,
BOLD:ACY4465,80,,,
BOLD:ACY4467,1,,,
BOLD:ACY4471,1,,,
BOLD:ACY4480,1,,,
BOLD:ACY4489,3,,,
BOLD:ACY4531,1,,,
BOLD:ACY4535,39,,,
BOLD:ACY4545,1,,,
BOLD:ACY4566,1,,,
BOLD:ACY4585,8,,,
BOLD:ACY4590,15,,,
BOLD:ACY4625,1,,,
BOLD:ACY4635,1,,,
BOLD:ACY4640,1,,,
BOLD:ACY4681,3,,,
BOLD:ACY4683,3,,,
BOLD:ACY4692,83,,,
BOLD:ACY4704,13,,,
BOLD:ACY4715,1,,,
BOLD:ACY4717,1,,,
BOLD:ACY4736,1595,,,
BOLD:ACY4738,1,,,
BOLD:ACY4743,4,,,
BOLD:ACY4745,11,,,
BOLD:ACY4761,2,,,
BOLD:ACY4770,1,,,
BOLD:ACY4774,2,,,
BOLD:ACY4777,77,,,
BOLD:ACY4785,1,,,
BOLD:ACY4798,1,,,
BOLD:ACY4815,6,,,
BOLD:ACY4818,1,,,
BOLD:ACY4820,1,,,
BOLD:ACY4833,1,,,
BOLD:ACY4835,8,,,
BOLD:ACY4838,5,,,
BOLD:ACY4845,1,,,
BOLD:ACY4846,7,,,
BOLD:ACY4859,6,,,
BOLD:ACY4872,1,,,
BOLD:ACY4873,1,,,
BOLD:ACY4877,6,,,
BOLD:ACY4896,2,,,
BOLD:ACY4907,4,,,
BOLD:ACY4908,1,,,
BOLD:ACY4920,5,,,
BOLD:ACY4923,40,,,
BOLD:ACY4924,8,,,
BOLD:ACY4937,1,,,
BOLD:ACY4950,1,,,
BOLD:ACY4963,1,,,
BOLD:ACY4970,2,,,
BOLD:ACY4980,1,,,
BOLD:ACY4985,1360,,,
BOLD:ACY4989,2,,,
BOLD:ACY5135,5,,,
BOLD:ACY5235,1,,,
BOLD:ACY5266,975,,,
BOLD:ACY5431,31,,,
BOLD:ACY5475,1,,,
BOLD:ACY5486,3,,,
BOLD:ACY5691,35,,,
BOLD:ACY5743,250,,,
BOLD:ACY5893,26,,,
BOLD:ACY5910,2,,,
BOLD:ACY6122,5393,,,
BOLD:ACY6137,1,,,
BOLD:ACY6237,19,,,
BOLD:ACY6247,370,,,
BOLD:ACY6311,15,,,
BOLD:ACY6382,7,,,
BOLD:ACY6480,15,,,
BOLD:ACY6958,4,,,
BOLD:ACY7598,1,,,
BOLD:ACY7599,1,,,
BOLD:ACY7600,1,,,
BOLD:ACY7601,1,,,
BOLD:ACY7609,1,,,
BOLD:ACY7644,7,,,
BOLD:ACY7647,1,,,
BOLD:ACY7654,2,,,
BOLD:ACY7655,2,,,
BOLD:ACY7666,1,,,
BOLD:ACY7673,3,,,
BOLD:ACY7677,7,,,
BOLD:ACY7686,1,,,
BOLD:ACY7711,25,,,
BOLD:ACY7716,1,,,
BOLD:ACY7717,3,,,
BOLD:ACY7718,1,,,
BOLD:ACY7744,1,,,
BOLD:ACY7830,2,,,
BOLD:ACY7850,1,,,
BOLD:ACY7862,1,,,
BOLD:ACY7870,2,,,
BOLD:ACY7879,25,,,
BOLD:ACY7942,9,,,
BOLD:ACY7947,3,,,
BOLD:ACY7959,1,,,
BOLD:ACY7977,134,,,
BOLD:ACY7978,4,,,
BOLD:ACY8009,69,,,
BOLD:ACY8010,17,,,
BOLD:ACY8018,841,,,
BOLD:ACY8020,6,,,
BOLD:ACY8027,4,,,
BOLD:ACY8104,1,,,
BOLD:ACY8124,16,,,
BOLD:ACY8127,18,,,
BOLD:ACY8138,6,,,
BOLD:ACY8155,3,,,
BOLD:ACY8178,1,,,
BOLD:ACY8179,2,,,
BOLD:ACY8183,37,,,
BOLD:ACY8233,1,,,
BOLD:ACY8244,7,,,
BOLD:ACY8250,1,,,
BOLD:ACY8260,2,,,
BOLD:ACY8261,1,,,
