Core,,Reared,,
BIN,count,BIN,count,
,,BOLD:ADY3079,1,
,,BOLD:ADZ6939,1,
,,BOLD:ADZ6940,2,
,,BOLD:ADZ6941,1,
,,BOLD:AED7050,1,
,,BOLD:AED9169,1,
,,BOLD:AEF8748,1,
,,BOLD:AEI0702,3,
,,BOLD:AEI3256,2,
,,BOLD:AEO3966,1,
,,BOLD:AFD1832,1,
,,BOLD:AFJ3379,1,
,,BOLD:AFK3703,1,
